RUN	simulations.CircuitBreakerSimulation	circuitbreakersimulation	1554985040255	 	3.0.3
USER	Circuit breaker scenario	916	START	1554985100252	1554985100252
USER	Circuit breaker scenario	917	START	1554985100292	1554985100292
REQUEST	808		circuit-breaker	1554985096533	1554985100313	OK	 
USER	Circuit breaker scenario	808	END	1554985096532	1554985100313
USER	Circuit breaker scenario	918	START	1554985100322	1554985100322
USER	Circuit breaker scenario	919	START	1554985100353	1554985100353
USER	Circuit breaker scenario	920	START	1554985100392	1554985100392
USER	Circuit breaker scenario	921	START	1554985100424	1554985100424
USER	Circuit breaker scenario	922	START	1554985100452	1554985100452
USER	Circuit breaker scenario	923	START	1554985100493	1554985100493
USER	Circuit breaker scenario	924	START	1554985100523	1554985100523
USER	Circuit breaker scenario	925	START	1554985100553	1554985100553
REQUEST	806		circuit-breaker	1554985096464	1554985100565	OK	 
USER	Circuit breaker scenario	806	END	1554985096464	1554985100566
USER	Circuit breaker scenario	926	START	1554985100592	1554985100592
USER	Circuit breaker scenario	927	START	1554985100622	1554985100622
USER	Circuit breaker scenario	928	START	1554985100652	1554985100652
REQUEST	825		circuit-breaker	1554985097132	1554985100657	OK	 
USER	Circuit breaker scenario	825	END	1554985097132	1554985100657
USER	Circuit breaker scenario	929	START	1554985100693	1554985100693
USER	Circuit breaker scenario	930	START	1554985100722	1554985100722
REQUEST	812		circuit-breaker	1554985096684	1554985100726	OK	 
USER	Circuit breaker scenario	812	END	1554985096684	1554985100727
REQUEST	827		circuit-breaker	1554985097204	1554985100963	OK	 
USER	Circuit breaker scenario	827	END	1554985097203	1554985100964
REQUEST	816		circuit-breaker	1554985096823	1554985101018	OK	 
USER	Circuit breaker scenario	816	END	1554985096823	1554985101018
REQUEST	810		circuit-breaker	1554985096604	1554985101269	OK	 
USER	Circuit breaker scenario	810	END	1554985096603	1554985101269
REQUEST	831		circuit-breaker	1554985097345	1554985101356	OK	 
USER	Circuit breaker scenario	831	END	1554985097344	1554985101357
REQUEST	820		circuit-breaker	1554985096965	1554985101415	OK	 
USER	Circuit breaker scenario	820	END	1554985096965	1554985101415
REQUEST	829		circuit-breaker	1554985097274	1554985101672	OK	 
USER	Circuit breaker scenario	829	END	1554985097274	1554985101673
REQUEST	835		circuit-breaker	1554985097484	1554985101755	OK	 
USER	Circuit breaker scenario	835	END	1554985097483	1554985101756
REQUEST	824		circuit-breaker	1554985097102	1554985101813	OK	 
USER	Circuit breaker scenario	824	END	1554985097102	1554985101814
REQUEST	814		circuit-breaker	1554985096753	1554985102078	OK	 
USER	Circuit breaker scenario	814	END	1554985096753	1554985102079
REQUEST	839		circuit-breaker	1554985097613	1554985102151	OK	 
USER	Circuit breaker scenario	839	END	1554985097612	1554985102151
REQUEST	828		circuit-breaker	1554985097233	1554985102213	OK	 
USER	Circuit breaker scenario	828	END	1554985097232	1554985102213
REQUEST	833		circuit-breaker	1554985097414	1554985102481	OK	 
USER	Circuit breaker scenario	833	END	1554985097414	1554985102481
REQUEST	843		circuit-breaker	1554985097754	1554985102548	OK	 
USER	Circuit breaker scenario	843	END	1554985097754	1554985102549
REQUEST	832		circuit-breaker	1554985097373	1554985102602	OK	 
USER	Circuit breaker scenario	832	END	1554985097373	1554985102602
REQUEST	818		circuit-breaker	1554985096895	1554985102887	OK	 
USER	Circuit breaker scenario	818	END	1554985096894	1554985102887
REQUEST	847		circuit-breaker	1554985097894	1554985102948	OK	 
USER	Circuit breaker scenario	847	END	1554985097894	1554985102948
REQUEST	836		circuit-breaker	1554985097514	1554985102992	OK	 
USER	Circuit breaker scenario	836	END	1554985097513	1554985102992
REQUEST	837		circuit-breaker	1554985097552	1554985103293	OK	 
USER	Circuit breaker scenario	837	END	1554985097552	1554985103294
REQUEST	851		circuit-breaker	1554985098042	1554985103342	OK	 
USER	Circuit breaker scenario	851	END	1554985098042	1554985103343
REQUEST	840		circuit-breaker	1554985097653	1554985103387	OK	 
USER	Circuit breaker scenario	840	END	1554985097652	1554985103387
REQUEST	822		circuit-breaker	1554985097034	1554985103705	OK	 
USER	Circuit breaker scenario	822	END	1554985097033	1554985103706
REQUEST	855		circuit-breaker	1554985098184	1554985103743	OK	 
USER	Circuit breaker scenario	855	END	1554985098183	1554985103745
REQUEST	844		circuit-breaker	1554985097792	1554985103810	OK	 
USER	Circuit breaker scenario	844	END	1554985097792	1554985103810
REQUEST	841		circuit-breaker	1554985097682	1554985104115	OK	 
USER	Circuit breaker scenario	841	END	1554985097682	1554985104115
REQUEST	859		circuit-breaker	1554985098323	1554985104162	OK	 
USER	Circuit breaker scenario	859	END	1554985098323	1554985104162
REQUEST	848		circuit-breaker	1554985097935	1554985104224	OK	 
USER	Circuit breaker scenario	848	END	1554985097935	1554985104225
REQUEST	826		circuit-breaker	1554985097173	1554985104528	OK	 
USER	Circuit breaker scenario	826	END	1554985097173	1554985104528
REQUEST	863		circuit-breaker	1554985098474	1554985104563	OK	 
USER	Circuit breaker scenario	863	END	1554985098474	1554985104563
REQUEST	852		circuit-breaker	1554985098072	1554985104649	OK	 
USER	Circuit breaker scenario	852	END	1554985098071	1554985104649
REQUEST	845		circuit-breaker	1554985097823	1554985104943	OK	 
USER	Circuit breaker scenario	845	END	1554985097823	1554985104944
REQUEST	867		circuit-breaker	1554985098613	1554985104970	OK	 
USER	Circuit breaker scenario	867	END	1554985098613	1554985104970
REQUEST	856		circuit-breaker	1554985098223	1554985105046	OK	 
USER	Circuit breaker scenario	856	END	1554985098223	1554985105046
REQUEST	830		circuit-breaker	1554985097305	1554985105344	OK	 
USER	Circuit breaker scenario	830	END	1554985097304	1554985105344
REQUEST	871		circuit-breaker	1554985098755	1554985105371	OK	 
USER	Circuit breaker scenario	871	END	1554985098754	1554985105371
REQUEST	860		circuit-breaker	1554985098365	1554985105442	OK	 
USER	Circuit breaker scenario	860	END	1554985098364	1554985105442
REQUEST	849		circuit-breaker	1554985097973	1554985105754	OK	 
USER	Circuit breaker scenario	849	END	1554985097973	1554985105754
REQUEST	875		circuit-breaker	1554985098892	1554985105789	OK	 
USER	Circuit breaker scenario	875	END	1554985098892	1554985105789
REQUEST	864		circuit-breaker	1554985098503	1554985105850	OK	 
USER	Circuit breaker scenario	864	END	1554985098502	1554985105850
REQUEST	834		circuit-breaker	1554985097443	1554985106188	OK	 
USER	Circuit breaker scenario	834	END	1554985097443	1554985106188
REQUEST	879		circuit-breaker	1554985099024	1554985106219	OK	 
USER	Circuit breaker scenario	879	END	1554985099023	1554985106219
REQUEST	868		circuit-breaker	1554985098643	1554985106270	OK	 
USER	Circuit breaker scenario	868	END	1554985098643	1554985106270
REQUEST	853		circuit-breaker	1554985098114	1554985106599	OK	 
USER	Circuit breaker scenario	853	END	1554985098113	1554985106600
REQUEST	883		circuit-breaker	1554985099153	1554985106633	OK	 
USER	Circuit breaker scenario	883	END	1554985099153	1554985106634
REQUEST	872		circuit-breaker	1554985098792	1554985106685	OK	 
USER	Circuit breaker scenario	872	END	1554985098792	1554985106685
REQUEST	838		circuit-breaker	1554985097584	1554985107025	OK	 
USER	Circuit breaker scenario	838	END	1554985097584	1554985107025
REQUEST	887		circuit-breaker	1554985099294	1554985107053	OK	 
USER	Circuit breaker scenario	887	END	1554985099294	1554985107053
REQUEST	876		circuit-breaker	1554985098922	1554985107102	OK	 
USER	Circuit breaker scenario	876	END	1554985098922	1554985107102
REQUEST	857		circuit-breaker	1554985098255	1554985107450	OK	 
USER	Circuit breaker scenario	857	END	1554985098254	1554985107451
REQUEST	891		circuit-breaker	1554985099423	1554985107472	OK	 
USER	Circuit breaker scenario	891	END	1554985099423	1554985107472
REQUEST	880		circuit-breaker	1554985099053	1554985107514	OK	 
USER	Circuit breaker scenario	880	END	1554985099053	1554985107515
REQUEST	842		circuit-breaker	1554985097723	1554985107885	OK	 
USER	Circuit breaker scenario	842	END	1554985097723	1554985107885
REQUEST	895		circuit-breaker	1554985099552	1554985107899	OK	 
USER	Circuit breaker scenario	895	END	1554985099552	1554985107899
REQUEST	884		circuit-breaker	1554985099194	1554985107959	OK	 
USER	Circuit breaker scenario	884	END	1554985099193	1554985107959
REQUEST	861		circuit-breaker	1554985098394	1554985108291	OK	 
USER	Circuit breaker scenario	861	END	1554985098394	1554985108292
REQUEST	899		circuit-breaker	1554985099693	1554985108308	OK	 
USER	Circuit breaker scenario	899	END	1554985099692	1554985108309
REQUEST	888		circuit-breaker	1554985099325	1554985108361	OK	 
USER	Circuit breaker scenario	888	END	1554985099324	1554985108361
REQUEST	846		circuit-breaker	1554985097863	1554985108711	OK	 
USER	Circuit breaker scenario	846	END	1554985097862	1554985108712
REQUEST	903		circuit-breaker	1554985099824	1554985108729	OK	 
USER	Circuit breaker scenario	903	END	1554985099824	1554985108729
REQUEST	892		circuit-breaker	1554985099455	1554985108784	OK	 
USER	Circuit breaker scenario	892	END	1554985099454	1554985108784
REQUEST	865		circuit-breaker	1554985098545	1554985109125	OK	 
USER	Circuit breaker scenario	865	END	1554985098544	1554985109125
REQUEST	907		circuit-breaker	1554985099952	1554985109140	OK	 
USER	Circuit breaker scenario	907	END	1554985099952	1554985109140
REQUEST	896		circuit-breaker	1554985099594	1554985109187	OK	 
USER	Circuit breaker scenario	896	END	1554985099594	1554985109188
REQUEST	850		circuit-breaker	1554985098004	1554985109537	OK	 
USER	Circuit breaker scenario	850	END	1554985098004	1554985109537
REQUEST	911		circuit-breaker	1554985100094	1554985109560	OK	 
USER	Circuit breaker scenario	911	END	1554985100094	1554985109561
REQUEST	900		circuit-breaker	1554985099722	1554985109614	OK	 
USER	Circuit breaker scenario	900	END	1554985099722	1554985109614
REQUEST	869		circuit-breaker	1554985098683	1554985109961	OK	 
USER	Circuit breaker scenario	869	END	1554985098683	1554985109961
REQUEST	915		circuit-breaker	1554985100225	1554985109970	OK	 
USER	Circuit breaker scenario	915	END	1554985100224	1554985109970
REQUEST	904		circuit-breaker	1554985099852	1554985110018	OK	 
USER	Circuit breaker scenario	904	END	1554985099852	1554985110018
REQUEST	854		circuit-breaker	1554985098144	1554985110384	OK	 
USER	Circuit breaker scenario	854	END	1554985098143	1554985110384
REQUEST	919		circuit-breaker	1554985100353	1554985110393	OK	 
USER	Circuit breaker scenario	919	END	1554985100353	1554985110393
REQUEST	908		circuit-breaker	1554985099992	1554985110429	OK	 
USER	Circuit breaker scenario	908	END	1554985099992	1554985110429
REQUEST	873		circuit-breaker	1554985098823	1554985110807	OK	 
USER	Circuit breaker scenario	873	END	1554985098823	1554985110808
REQUEST	923		circuit-breaker	1554985100493	1554985110816	OK	 
USER	Circuit breaker scenario	923	END	1554985100493	1554985110817
REQUEST	912		circuit-breaker	1554985100125	1554985110851	OK	 
USER	Circuit breaker scenario	912	END	1554985100124	1554985110851
REQUEST	858		circuit-breaker	1554985098294	1554985111230	OK	 
USER	Circuit breaker scenario	858	END	1554985098294	1554985111230
REQUEST	927		circuit-breaker	1554985100623	1554985111235	OK	 
USER	Circuit breaker scenario	927	END	1554985100622	1554985111235
REQUEST	916		circuit-breaker	1554985100253	1554985111258	OK	 
USER	Circuit breaker scenario	916	END	1554985100252	1554985111258
REQUEST	877		circuit-breaker	1554985098953	1554985111647	OK	 
USER	Circuit breaker scenario	877	END	1554985098953	1554985111648
REQUEST	920		circuit-breaker	1554985100393	1554985111713	OK	 
USER	Circuit breaker scenario	920	END	1554985100392	1554985111714
REQUEST	924		circuit-breaker	1554985100523	1554985112025	OK	 
USER	Circuit breaker scenario	924	END	1554985100523	1554985112026
REQUEST	862		circuit-breaker	1554985098435	1554985112047	OK	 
USER	Circuit breaker scenario	862	END	1554985098435	1554985112047
REQUEST	928		circuit-breaker	1554985100653	1554985112322	OK	 
USER	Circuit breaker scenario	928	END	1554985100652	1554985112322
REQUEST	881		circuit-breaker	1554985099095	1554985112340	OK	 
USER	Circuit breaker scenario	881	END	1554985099094	1554985112341
REQUEST	866		circuit-breaker	1554985098572	1554985112546	OK	 
USER	Circuit breaker scenario	866	END	1554985098572	1554985112546
REQUEST	885		circuit-breaker	1554985099225	1554985112755	OK	 
USER	Circuit breaker scenario	885	END	1554985099225	1554985112755
REQUEST	870		circuit-breaker	1554985098723	1554985112963	OK	 
USER	Circuit breaker scenario	870	END	1554985098723	1554985112963
REQUEST	889		circuit-breaker	1554985099353	1554985113171	OK	 
USER	Circuit breaker scenario	889	END	1554985099353	1554985113171
REQUEST	874		circuit-breaker	1554985098852	1554985113376	OK	 
USER	Circuit breaker scenario	874	END	1554985098852	1554985113376
REQUEST	893		circuit-breaker	1554985099495	1554985113584	OK	 
USER	Circuit breaker scenario	893	END	1554985099494	1554985113584
REQUEST	878		circuit-breaker	1554985098993	1554985113912	OK	 
USER	Circuit breaker scenario	878	END	1554985098992	1554985113913
REQUEST	897		circuit-breaker	1554985099623	1554985114114	OK	 
USER	Circuit breaker scenario	897	END	1554985099623	1554985114114
REQUEST	882		circuit-breaker	1554985099123	1554985114323	OK	 
USER	Circuit breaker scenario	882	END	1554985099123	1554985114323
REQUEST	901		circuit-breaker	1554985099754	1554985114532	OK	 
USER	Circuit breaker scenario	901	END	1554985099754	1554985114532
REQUEST	886		circuit-breaker	1554985099255	1554985114871	OK	 
USER	Circuit breaker scenario	886	END	1554985099254	1554985114871
REQUEST	905		circuit-breaker	1554985099893	1554985115092	OK	 
USER	Circuit breaker scenario	905	END	1554985099892	1554985115092
REQUEST	890		circuit-breaker	1554985099393	1554985115338	OK	 
USER	Circuit breaker scenario	890	END	1554985099392	1554985115339
REQUEST	909		circuit-breaker	1554985100025	1554985115682	OK	 
USER	Circuit breaker scenario	909	END	1554985100024	1554985115683
REQUEST	894		circuit-breaker	1554985099522	1554985115895	OK	 
USER	Circuit breaker scenario	894	END	1554985099521	1554985115895
REQUEST	913		circuit-breaker	1554985100153	1554985116103	OK	 
USER	Circuit breaker scenario	913	END	1554985100153	1554985116104
REQUEST	898		circuit-breaker	1554985099654	1554985116415	OK	 
USER	Circuit breaker scenario	898	END	1554985099653	1554985116415
REQUEST	917		circuit-breaker	1554985100292	1554985116622	OK	 
USER	Circuit breaker scenario	917	END	1554985100292	1554985116622
REQUEST	902		circuit-breaker	1554985099792	1554985116859	OK	 
USER	Circuit breaker scenario	902	END	1554985099792	1554985116859
REQUEST	921		circuit-breaker	1554985100424	1554985117176	OK	 
USER	Circuit breaker scenario	921	END	1554985100424	1554985117177
REQUEST	906		circuit-breaker	1554985099923	1554985117385	OK	 
